MTS793|MPT|ENU|1|2|.|/|:|1|0|0|A

Data Acquisition			9+1rostarthyst			Time:	51.821148	Sec
Time	Torsional Torque	Torsional Rotation
Sec	in-kip	deg
41.357899	4.6474471	10.562327
41.367893	4.473197	10.21865
41.377888	4.2801089	9.8371696
41.387882	4.0675101	9.4213209
41.397877	3.863658	9.0180731
41.407871	3.6571143	8.6068068
41.417866	3.447207	8.1554451
41.42786	3.2150977	7.6903362
41.437855	2.9977896	7.2298098
41.447849	2.757607	6.7681375
41.457844	2.5194426	6.2927184
41.467838	2.285315	5.8150077
41.477833	2.0619519	5.3453164
41.487827	1.8406073	4.8836441
41.497822	1.6320453	4.4403014
41.507816	1.4181011	3.9763381
41.517811	1.1960835	3.5123746
41.527805	0.97810268	3.0575759
41.5378	0.7883786	2.6165245
41.547794	0.60740072	2.1903653
41.557789	0.46544406	1.7790991
41.567783	0.35958764	1.3873078
41.577778	0.26572388	1.0127003
41.587772	0.17658706	0.64267522
41.597767	7.2594099e-002	0.27952361
41.607761	-5.9085291e-002	-4.0055543e-002
41.617756	-0.34742939	-0.33303323
41.62775	-0.54663664	-0.60998869
41.637745	-0.61551511	-0.86748862
41.647739	-0.65603191	-1.0975219
41.657734	-0.70330137	-1.3172551
41.667728	-0.73909116	-1.5037996
41.677723	-0.78365958	-1.6663107
41.687717	-0.81269652	-1.7887661
41.697712	-0.8309291	-1.8871883
41.707706	-0.85456383	-1.9638661
41.717701	-0.85861552	-2.0004883
41.727695	-0.8626672	-2.0233772
41.73769	-0.75124621	-2.0187993
41.747684	-0.6026848	-1.9993439
41.757679	-0.55946696	-1.9489883
41.767673	-0.50476938	-1.8654439
41.777668	-0.45749986	-1.749855
41.787663	-0.39740002	-1.5907773
